,Title,Questions,answers
0,Appointing a Solar PV System Contractor | Getting Started | Choosing between bids | ,Why is it a good practice to obtain multiple bids for the installation of a solar PV system?,It is a good practice to obtain multiple bids for the installation of a solar PV system to ensure that consumers get the best deal and that all bids are made on the same basis.
293,Solar Photovoltaic (“PV”) Systems – An Overview | Introduction | No subheader2 | ,What do solar PV systems do?,Solar PV systems convert sunlight directly into electricity.
294,Solar Photovoltaic (“PV”) Systems – An Overview | Introduction | No subheader2 | ,What type of electricity do PV modules generate when exposed to sunlight?,PV modules generate direct current (DC) electricity when exposed to sunlight.
295,Solar Photovoltaic (“PV”) Systems – An Overview | Introduction | No subheader2 | ,What does an inverter do in a solar PV system?,An inverter converts DC electricity into alternating current (AC) electricity.
296,Solar Photovoltaic (“PV”) Systems – An Overview | Introduction | No subheader2 | ,Why does the AC electricity need to be fed into a building's AC distribution board?,The AC electricity needs to be fed into a building's AC distribution board so that it can be used to power the building's electrical devices.
297,Solar Photovoltaic (“PV”) Systems – An Overview | Introduction | No subheader2 | ,Does converting DC to AC affect the quality of power supply?,"No, converting DC to AC does not affect the quality of power supply."
298,Solar Photovoltaic (“PV”) Systems – An Overview | Introduction | No subheader2 | ,What is the purpose of a solar power system?,The purpose of a solar power system is to generate electricity using the sun's energy.
299,Solar Photovoltaic (“PV”) Systems – An Overview | Introduction | No subheader2 | ,What are the environmental benefits of using solar power?,Using solar power reduces greenhouse gas emissions and helps to combat climate change.
300,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | No subheader2 | ,Under what circumstances is a Generation Licence or Wholesaler (Generation) Licence required?,Refer to the flowchart in Figure 19.
301,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | No subheader2 | ,What should I do if I need to apply for a Generation Licence or Wholesaler (Generation) Licence?,Apply to EMA for the respective licence.
302,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | No subheader2 | ,What is the Generation Capacity threshold for requiring a Generation Licence?,1MW or more.
303,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | No subheader2 | ,What is the Generation Capacity threshold for requiring a Wholesaler (Generation) Licence?,10MW or more.
304,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | No subheader2 | ,What is the Market Manual: Market Administration– Registration and Authorisation?,It is a document that outlines the application procedures to register as a Market Participant with the EMC and for generation facility registration.
305,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | No subheader2 | ,Where can I find the Market Manual: Market Administration– Registration and Authorisation?,It is available at the EMC website: http://www.emcsg.com/MarketRules/MarketManuals
306,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | No subheader2 | ,What are the Market Rules?,They are a set of rules that Market Participants need to comply with.
307,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | No subheader2 | ,Where can I find the Market Rules?,They are available at EMC’s website: http://www.emcsg.com/MarketRules
308,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | No subheader2 | ,How is the prevailing electricity spot price determined?,"It varies every half-hour, depending on the demand-supply situation in the wholesale electricity market."
309,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | No subheader2 | ,What charges will I be subjected to as a Market Participant?,"You will be subjected to market charges in respect to the gross generation output from your registered PV system, for the provision of the market services and system resources."
310,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | Non-Contestable Consumers | ,Who can sell and get paid for the electricity they inject into the power grid without applying for a Generation or Wholesaler (Generation) Licence?,Non-contestable consumers generating electricity of less than 1 MW.
311,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | Non-Contestable Consumers | ,Do non-contestable consumers need to register with the EMC as a market participant to sell their electricity?,"No, they do not need to register with the EMC."
312,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | Non-Contestable Consumers | ,How can non-contestable consumers apply to sell their electricity to SP Services?,They can follow the application procedure set out in Appendix B.
313,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | Non-Contestable Consumers | ,How are non-contestable consumers compensated for the electricity they export to the power grid?,"They are compensated by way of a credit adjustment to their monthly electricity bill, based on the prevailing low-tension electricity tariff less the grid charge."
314,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | Non-Contestable Consumers | ,Is the credit adjustment scheme applicable to all non-contestable consumers?,"No, it is only applicable to non-contestable consumers with generation capacity of less than 1MW."
315,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | Non-Contestable Consumers | ,What are master-sub metering schemes?,"Metering arrangements where there is a master-meter measuring the overall electricity consumed by the building, with sub-meters measuring the usage of the individual units."
316,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | Non-Contestable Consumers | ,Where are master-sub metering schemes typically used?,They are typically used in private condominiums and commercial buildings.
317,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | Non-Contestable Consumers | ,Why is the credit adjustment scheme not applicable to consumers under the master-sub metering scheme?,"Because the electricity that an individual unit attempts to export into the grid may in fact be used up by the common services or by other individual units, and it is not possible to track the actual flow of the electricity exported by the individual units."
318,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | Non-Contestable Consumers | ,What is the purpose of the credit adjustment scheme?,To compensate non-contestable consumers with generation capacity of less than 1MW for the electricity they export into the power grid.
319,Solar Photovoltaic (“PV”) Systems – An Overview | Sale of Solar PV Electricity | Non-Contestable Consumers | ,What is the prevailing low-tension electricity tariff?,The prevailing low-tension electricity tariff is the rate at which electricity is sold to consumers with a maximum demand of less than or equal to 45 kVA.
320,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Conversion Efficiency | ,What is the most obvious difference among PV cell technologies?,The most obvious difference among PV cell technologies is in its conversion efficiency.
321,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Conversion Efficiency | ,What is the conversion efficiency of mono-crystalline silicon PV modules?,The conversion efficiency of mono-crystalline silicon PV modules is 12.5-15%.
322,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Conversion Efficiency | ,What is the conversion efficiency of poly-crystalline silicon PV modules?,The conversion efficiency of poly-crystalline silicon PV modules is 11-14%.
323,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Conversion Efficiency | ,What is the conversion efficiency of Copper Indium Gallium Selenide (CIGS) PV modules?,The conversion efficiency of Copper Indium Gallium Selenide (CIGS) PV modules is 10-13%.
324,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Conversion Efficiency | ,What is the conversion efficiency of Cadmium Telluride (CdTe) PV modules?,The conversion efficiency of Cadmium Telluride (CdTe) PV modules is 9-12%.
325,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Conversion Efficiency | ,What is the conversion efficiency of Amorphous Silicon (a-Si) PV modules?,The conversion efficiency of Amorphous Silicon (a-Si) PV modules is 5-7%.
326,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Conversion Efficiency | ,What is the difference in space requirement between a thin film amorphous silicon PV array and a crystalline silicon PV array?,"A thin film amorphous silicon PV array will need close to twice the space of a crystalline silicon PV array because its module efficiency is halved, for the same nominal capacity under Standard Test Conditions (STC) rating."
327,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Conversion Efficiency | ,What are Standard Test Conditions?,"Standard Test Conditions refer to the following testing conditions: 1,000W/m of sunlight, 25 C cell temperature, Spectrum at air mass of 1.5."
328,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Conversion Efficiency | ,Why is the module efficiency of crystalline silicon PV modules lower compared to the sum of the component cell efficiency?,"The module efficiency of crystalline silicon PV modules is lower compared to the sum of the component cell efficiency due to the presence of gaps between the cells and the border around the circuit i.e., wasted space that does not generate any power hence lower total efficiency."
329,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Conversion Efficiency | ,What is the key factor that distinguishes PV cell technologies?,The key factor that distinguishes PV cell technologies is its conversion efficiency.
330,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Crystalline Silicon and Thin Film Technologies | ,What are crystalline cells made of?,Crystalline cells are made from ultra-pure silicon raw material such as those used in semiconductor chips.
331,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Crystalline Silicon and Thin Film Technologies | ,What is the thickness of silicon wafers used in crystalline cells?,Silicon wafers used in crystalline cells are typically 150-200 microns (one fifth of a millimetre) thick.
332,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Crystalline Silicon and Thin Film Technologies | ,What is thin film made of?,Thin film is made by depositing layers of semiconductor material barely 0.3 to 2 micrometres thick onto glass or stainless steel substrates.
333,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Crystalline Silicon and Thin Film Technologies | ,Why are the costs of raw material lower for thin film?,The costs of raw material are much lower for thin film because the semiconductor layers are so thin.
334,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Crystalline Silicon and Thin Film Technologies | ,What is the thickness of semiconductor layers in thin film?,The thickness of semiconductor layers in thin film is barely 0.3 to 2 micrometres.
335,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Crystalline Silicon and Thin Film Technologies | ,What is the thickness of silicon wafers used in semiconductor chips?,Silicon wafers used in semiconductor chips are typically 150-200 microns (one fifth of a millimetre) thick.
336,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Crystalline Silicon and Thin Film Technologies | ,What is the raw material used in crystalline cells?,Crystalline cells are made from ultra-pure silicon raw material.
337,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Crystalline Silicon and Thin Film Technologies | ,What are the substrates used in thin film?,The substrates used in thin film are glass or stainless steel.
338,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Crystalline Silicon and Thin Film Technologies | ,What are the costs associated with thin film?,The costs associated with thin film are mainly capital equipment and processing costs.
339,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Crystalline Silicon and Thin Film Technologies | ,What is the thickness of a micron?,"A micron is one millionth of a meter, or one thousandth of a millimetre."
340,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Effects of Temperature | ,What is the temperature coefficient of power in solar PV performance?,"The temperature coefficient of power is an important differentiator in solar PV performance, especially in hot climates. PV cell performance declines as cell temperature rises."
341,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Effects of Temperature | ,What is the cell temperature rating of PV modules?,PV modules are rated at a cell temperature of 25ºC.
342,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Effects of Temperature | ,What is the loss in power output at 70ºC?,The loss in power output at 70ºC is measured as (70 - 25) x temperature coefficient.
343,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Effects of Temperature | ,Which PV cell technology has a lower negative temperature coefficient compared to crystalline technologies?,Most thin film technologies have a lower negative temperature coefficient compared to crystalline technologies.
344,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Effects of Temperature | ,What is the advantage of thin film technologies in hot climates?,"Thin film technologies tend to lose less of their rated capacity as temperature rises, hence they will generate 5-10% more electricity per year under hot climatic conditions."
345,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Effects of Temperature | ,What should a PV module data sheet specify?,A PV module data sheet should specify the temperature coefficient.
346,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Effects of Temperature | ,What is the temperature coefficient of crystalline silicon PV cell technology?,The temperature coefficient of crystalline silicon PV cell technology is -0.4 to -0.5 [%/°C].
347,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Effects of Temperature | ,What is the temperature coefficient of CIGS PV cell technology?,The temperature coefficient of CIGS PV cell technology is -0.32 to -0.36 [%/°C].
348,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Effects of Temperature | ,What is the temperature coefficient of CdTe PV cell technology?,The temperature coefficient of CdTe PV cell technology is -0.25 [%/°C].
349,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | Effects of Temperature | ,What is the temperature coefficient of a-Si PV cell technology?,The temperature coefficient of a-Si PV cell technology is -0.21 [%/°C].
350,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | No subheader2 | ,What is a solar PV system powered by?,A solar PV system is powered by many crystalline or thin film PV modules.
351,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | No subheader2 | ,What are PV cells?,PV cells are individual solar cells that are interconnected to form a PV module.
352,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | No subheader2 | ,What are the two broad categories of technology used for PV cells?,The two broad categories of technology used for PV cells are crystalline silicon and thin film.
353,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | No subheader2 | ,Which technology accounts for the majority of PV cell production?,Crystalline silicon accounts for the majority of PV cell production.
354,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | No subheader2 | ,What is the newer and growing in popularity technology used for PV cells?,Thin film is the newer and growing in popularity technology used for PV cells.
355,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | No subheader2 | ,What is the 'family tree' in Figure 5?,The 'family tree' in Figure 5 gives an overview of the PV cell technologies available today.
356,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | No subheader2 | ,What are some of the PV cell technologies illustrated in Figure 6?,"Some of the PV cell technologies illustrated in Figure 6 include CIgS thin film, mono-crystalline silicon, poly-crystalline silicon, and flexible amorphous thin film."
357,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | No subheader2 | ,What are the different types of PV cells?,"The different types of PV cells include poly-crystalline, mono-crystalline, amorphous-Si (a-Si), tandem a-Si/microcrystalline, CIGS (Copper Indium Gallium Selenide), CdTe (Cadmium Telluride), and dye-sensitised (TiO)."
358,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | No subheader2 | ,What is a commercially available product suitable for Singapore?,Crystalline Silicon (wafer based) is a commercially available product suitable for Singapore.
359,Solar Photovoltaic (“PV”) Systems – An Overview | Solar PV Technology | No subheader2 | ,What is a special compound semiconductor?,"A special compound semiconductor is a type of PV cell technology that uses a compound semiconductor material, such as GaAs-based, instead of silicon."
360,Solar Photovoltaic (“PV”) Systems – An Overview | Technical Information | No subheader2 | ,What type of cables are used to interconnect the PV strings and arrays?,"Single-core, double isolated sheathed cables."
361,Solar Photovoltaic (“PV”) Systems – An Overview | Technical Information | No subheader2 | ,What is the purpose of a junction box in a solar PV system?,To protect the cable connections and provide necessary connectors.
362,Solar Photovoltaic (“PV”) Systems – An Overview | Technical Information | No subheader2 | ,What form of electricity is produced by a solar PV installation?,DC (direct current).
363,Solar Photovoltaic (“PV”) Systems – An Overview | Technical Information | No subheader2 | ,What is the function of a PV inverter in a solar PV system?,To convert DC electricity into AC (alternating current).
364,Solar Photovoltaic (“PV”) Systems – An Overview | Technical Information | No subheader2 | ,What type of cable is used to connect the PV inverter to the building's electrical installation?,PV supply cable.
365,Solar Photovoltaic (“PV”) Systems – An Overview | Technical Information | No subheader2 | ,How are PV modules connected in a solar PV system?,In series to form a PV string.
366,Solar Photovoltaic (“PV”) Systems – An Overview | Technical Information | No subheader2 | ,What is a PV array in a solar PV system?,A parallel aggregation of PV strings.
367,Solar Photovoltaic (“PV”) Systems – An Overview | Technical Information | No subheader2 | ,Why is earthing important in a solar PV system?,To ensure safety and proper functioning of the system.
368,Solar Photovoltaic (“PV”) Systems – An Overview | Technical Information | No subheader2 | ,What must be done in locations susceptible to lightning strikes in a solar PV system?,Provide a lightning protection system and bind all exposed metallic structures to the lightning earthing system.
369,Solar Photovoltaic (“PV”) Systems – An Overview | Technical Information | No subheader2 | ,Whose responsibility is it to maintain a solar PV system?,The consumer's responsibility to ensure safe operation of their solar PV system and electrical installation.
370,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Grid-connected solar PV systems | ,What is the main application of solar PV in Singapore?,The main application of solar PV in Singapore is grid-connected.
371,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Grid-connected solar PV systems | ,Where are most solar PV systems installed in Singapore?,Most solar PV systems in Singapore are installed on buildings or mounted on the ground if land is not a constraint.
372,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Grid-connected solar PV systems | ,What is BIPV?,"BIPV stands for Building Integrated Photovoltaics. With BIPV, the PV module usually displaces another building component, e.g. window glass or roof/wall cladding, thereby serving a dual purpose and offsetting some costs."
373,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Grid-connected solar PV systems | ,What is the configuration of a grid-connected solar PV system?,"A building has two parallel power supplies, one from the solar PV system and the other from the power grid. The combined power supply feeds all the loads connected to the main ACDB."
374,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Grid-connected solar PV systems | ,What happens when the solar PV supply exceeds the building's demand in a grid-connected system?,"Whenever the solar PV supply exceeds the building’s demand, excess electricity will be exported into the grid."
375,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Grid-connected solar PV systems | ,What happens when there is no sunlight to generate PV electricity at night in a grid-connected system?,"When there is no sunlight to generate PV electricity at night, the power grid will supply all of the building’s demand."
376,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Grid-connected solar PV systems | ,What are the benefits of a grid-connected solar PV system?,"A grid-connected system can be an effective way to reduce your dependence on utility power, increase renewable energy production, and improve the environment."
377,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Grid-connected solar PV systems | ,What is the ratio of solar PV supply to power grid supply in a grid-connected system?,"The ratio of solar PV supply to power grid supply varies, depending on the size of the solar PV system."
378,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Grid-connected solar PV systems | ,What are the two parallel power supplies in a grid-connected system?,"A building has two parallel power supplies, one from the solar PV system and the other from the power grid."
379,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Grid-connected solar PV systems | ,Where are solar PV systems usually mounted on buildings in Singapore?,Solar PV systems in Singapore are usually mounted on the roof or integrated into the building.
380,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | No subheader2 | ,What are the two main types of solar PV systems?,The two main types of solar PV systems are grid-connected (or grid-tied) and off-grid (or stand alone) solar PV systems.
381,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | No subheader2 | ,What is a grid-connected solar PV system?,A grid-connected solar PV system is a system that is connected to the electrical grid and feeds excess electricity back into the grid.
382,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | No subheader2 | ,What is an off-grid solar PV system?,An off-grid solar PV system is a system that is not connected to the electrical grid and relies on batteries or other energy storage systems to provide electricity when the sun is not shining.
383,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | No subheader2 | ,What is the end-use application of a solar PV system?,"The end-use application of a solar PV system refers to the purpose for which the system is being used, such as residential, commercial, or industrial applications."
384,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | No subheader2 | ,What is the advantage of a grid-connected solar PV system?,"The advantage of a grid-connected solar PV system is that excess electricity can be sold back to the grid, potentially earning the system owner money."
385,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | No subheader2 | ,What is the disadvantage of an off-grid solar PV system?,"The disadvantage of an off-grid solar PV system is that it requires energy storage systems, which can be expensive and require maintenance."
386,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | No subheader2 | ,What is the advantage of an off-grid solar PV system?,The advantage of an off-grid solar PV system is that it provides electricity in remote areas where grid connection is not possible or practical.
387,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | No subheader2 | ,What is the disadvantage of a grid-connected solar PV system?,"The disadvantage of a grid-connected solar PV system is that it may not provide electricity during power outages, as it is designed to shut off when the grid goes down for safety reasons."
388,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | No subheader2 | ,What is the difference between a grid-connected and an off-grid solar PV system?,"The main difference between a grid-connected and an off-grid solar PV system is that a grid-connected system is connected to the electrical grid and feeds excess electricity back into the grid, while an off-grid system is not connected to the grid and relies on energy storage systems."
389,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | No subheader2 | ,What are some common end-use applications of solar PV systems?,"Common end-use applications of solar PV systems include residential, commercial, and industrial applications, as well as applications in remote areas where grid connection is not possible or practical."
390,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Off-grid solar PV systems | ,Where are off-grid solar PV systems usually installed?,"Off-grid solar PV systems are usually installed at isolated sites where the power grid is far away, such as rural areas or off-shore islands."
391,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Off-grid solar PV systems | ,In what situations might off-grid solar PV systems be installed within a city?,Off-grid solar PV systems may be installed within the city in situations where it is inconvenient or too costly to tap electricity from the power grid.
392,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Off-grid solar PV systems | ,What type of batteries are needed for an off-grid solar PV system?,"An off-grid solar PV system needs deep cycle rechargeable batteries such as lead-acid, nickel-cadmium or lithium-ion batteries to store electricity for use under conditions where there is little or no output from the solar PV system, such as during the night."
393,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Off-grid solar PV systems | ,What are some examples of isolated sites where off-grid solar PV systems are installed?,"Off-grid solar PV systems are usually installed at isolated sites where the power grid is far away, such as rural areas or off-shore islands."
394,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Off-grid solar PV systems | ,What is the purpose of deep cycle rechargeable batteries in an off-grid solar PV system?,"Deep cycle rechargeable batteries are used to store electricity for use under conditions where there is little or no output from the solar PV system, such as during the night."
395,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Off-grid solar PV systems | ,What type of batteries can be used in an off-grid solar PV system?,"Lead-acid, nickel-cadmium, and lithium-ion batteries can be used in an off-grid solar PV system."
396,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Off-grid solar PV systems | ,What is the function of off-grid solar PV systems?,Off-grid solar PV systems are used to provide electricity in areas without power grid.
397,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Off-grid solar PV systems | ,What are some examples of off-grid solar PV systems in Singapore?,Several URA parking sign lights in Singapore are powered by off-grid solar PV systems.
398,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Off-grid solar PV systems | ,When is electricity stored in the batteries of an off-grid solar PV system?,"Electricity is stored in the batteries of an off-grid solar PV system when there is excess output from the solar PV system, such as during the day."
399,Solar Photovoltaic (“PV”) Systems – An Overview | Types of Solar PV System | Off-grid solar PV systems | ,What happens to an off-grid solar PV system during the night?,"During the night, there is little or no output from the solar PV system, so electricity is used from the batteries to power the system."
